college_name,state,cost_of_attendance,out_of_state_tuition_premium,tuition_free_threshold,average_aid_percentage,endowment_size,requires_css_profile,net_price_0_30k,net_price_30k_48k,net_price_48k_75k,net_price_75k_110k,net_price_110k_plus
South University-Tampa,FL,30414,0,0,,,True,20347.0,19364.0,20759.0,22442.0,
South University-Virginia Beach,VA,36577,0,0,,,True,25368.0,32147.0,30964.0,,
South University-West Palm Beach,FL,29798,0,0,,,True,16177.0,21337.0,,,26323.0
Southeast Missouri State University,MO,25177,0,0,,,False,12704.0,13342.0,15338.0,17395.0,21267.0
Southeastern Baptist Theological Seminary,NC,22632,0,0,,,True,18587.0,12263.0,11970.0,4099.0,
Southeastern Free Will Baptist Bible College,NC,21203,0,0,,,True,11086.0,11469.0,12766.0,,16703.0
Southeastern Louisiana University,LA,23604,12478,0,,,False,10507.0,10309.0,12380.0,16672.0,18184.0
Southeastern Oklahoma State University,OK,18594,9210,0,,,False,5193.0,6333.0,8247.0,13275.0,13570.0
Southeastern University,FL,49329,0,0,,,True,29498.0,29185.0,31185.0,34795.0,34482.0
Southern Adventist University,TN,38618,0,0,,,True,19123.0,20421.0,22849.0,26679.0,30751.0
Southern Arkansas University Main Campus,AR,24951,5730,0,,,False,13187.0,12827.0,13790.0,15654.0,19244.0
Southern California Institute of Architecture,CA,71612,0,0,,,True,36824.0,38430.0,66362.0,,
Southern Connecticut State University,CT,29673,13940,0,,,False,17736.0,18729.0,19437.0,22532.0,27809.0
Southern Illinois University Edwardsville,IL,28919,0,0,,,False,8483.0,8587.0,11116.0,19351.0,24684.0
Southern Illinois University-Carbondale,IL,28329,0,0,,,False,9415.0,8497.0,10308.0,17724.0,23254.0
Southern Methodist University,TX,85606,0,0,,,True,23544.0,20038.0,24152.0,33477.0,58213.0
Southern Nazarene University,OK,46465,0,0,,,True,18931.0,18323.0,22590.0,27082.0,27434.0
Southern New Hampshire University,NH,40918,0,0,,,True,36441.0,36536.0,36641.0,37704.0,38025.0
Southern Oregon University,OR,27636,19125,0,,,False,11830.0,12466.0,15813.0,22415.0,24181.0
Southern University and A & M College,LA,26341,7350,0,,,False,19047.0,19395.0,22288.0,25292.0,26069.0
Southern University at New Orleans,LA,23905,8900,0,,,False,14771.0,,,19360.0,
Southern Utah University,UT,19416,14230,0,,,False,6070.0,7235.0,9297.0,12487.0,14917.0
Southern Virginia University,VA,34431,0,0,,,True,18957.0,19501.0,20630.0,23407.0,27108.0
Southern Wesleyan University,SC,39914,0,0,,,True,14084.0,14218.0,14230.0,14899.0,17381.0
Southwest Baptist University,MO,40301,0,0,,,True,21978.0,17947.0,19633.0,22016.0,23857.0
Southwest Minnesota State University,MN,24757,0,0,,,False,10559.0,11175.0,13153.0,18283.0,20701.0
Southwestern Adventist University,TX,35592,0,0,,,True,16725.0,21462.0,15441.0,27439.0,31475.0
Southwestern Christian University,OK,33305,0,0,,,True,18830.0,16903.0,18700.0,22401.0,26620.0
Southwestern College,KS,58432,0,0,,,True,26294.0,28688.0,30032.0,31315.0,32739.0
Southwestern Oklahoma State University,OK,23334,30,0,,,False,10987.0,10094.0,12069.0,17500.0,19595.0
Southwestern University,TX,67493,0,0,,,True,22478.0,19096.0,28175.0,30387.0,36332.0
Spalding University,KY,45530,0,0,,,True,20509.0,22475.0,24378.0,28122.0,29278.0
Spelman College,GA,50952,0,0,,,True,32923.0,34108.0,36602.0,38640.0,44529.0
Spring Arbor University,MI,44703,0,0,,,True,14530.0,15697.0,16197.0,19358.0,21370.0
Spring Hill College,AL,39936,0,0,,,True,15598.0,20141.0,22317.0,20642.0,26240.0
Springfield College,MA,60729,0,0,,,True,22519.0,22295.0,23364.0,27470.0,34461.0
St Bonaventure University,NY,57271,0,0,,,True,15651.0,17949.0,24097.0,30751.0,30441.0
St Catherine University,MN,60476,0,0,,,True,17890.0,15190.0,15451.0,19376.0,27021.0
St Lawrence University,NY,82000,0,0,,,True,13420.0,14008.0,19401.0,24263.0,37450.0
St Olaf College,MN,71843,0,0,,,True,10404.0,11342.0,12584.0,20367.0,33166.0
St. Francis College,NY,38098,0,0,,,True,15700.0,18198.0,22447.0,21974.0,22274.0
St. John Fisher University,NY,55201,0,0,,,True,16054.0,17953.0,25992.0,30268.0,34085.0
St. John's College (MD),MD,55540,0,0,,,True,42528.0,46145.0,44755.0,49373.0,45828.0
St. John's College (NM),NM,55824,0,0,,,True,16014.0,17151.0,19053.0,21551.0,35680.0
St. John's University-New York,NY,65527,0,0,,,True,27787.0,27654.0,29280.0,32208.0,33661.0
St. Joseph's University-New York,NY,41897,0,0,,,True,16876.0,15633.0,16663.0,18908.0,22947.0
St. Mary's College of Maryland,MD,31865,16076,0,,,False,2889.0,12053.0,15033.0,19796.0,25173.0
St. Mary's University,TX,47999,0,0,,,True,18352.0,21470.0,20553.0,22331.0,24649.0
St. Thomas Aquinas College,NY,53370,0,0,,,True,11746.0,13700.0,24110.0,23907.0,27333.0
St. Thomas University,FL,51205,0,0,,,True,24657.0,26101.0,27122.0,29081.0,30098.0
Stanford University,CA,87833,0,0,,,True,0.0,0.0,3212.0,11092.0,53882.0
State University of New York at Cortland,NY,28108,9910,0,,,False,12550.0,16453.0,20102.0,21636.0,25853.0
State University of New York at New Paltz,NY,28428,10250,0,,,False,10541.0,13969.0,20178.0,21937.0,26256.0
State University of New York at Oswego,NY,27052,9910,0,,,False,8714.0,11681.0,17412.0,19053.0,23087.0
State University of New York at Plattsburgh,NY,28244,9910,0,,,False,9400.0,12121.0,17076.0,17655.0,24611.0
Stephen F Austin State University,TX,25791,12298,0,,,False,10318.0,11023.0,13100.0,17609.0,22959.0
Stephens College,MO,46643,0,0,,,True,9918.0,14796.0,18547.0,25644.0,29787.0
Sterling College (KS),KS,47185,0,0,,,True,19068.0,19236.0,21975.0,23525.0,26602.0
Sterling College (VT),VT,54410,0,0,,,True,18533.0,17655.0,24564.0,,
Stetson University,FL,72533,0,0,,,True,15931.0,14657.0,17327.0,22600.0,26904.0
Stevens Institute of Technology,NJ,79790,0,0,,,True,27221.0,27603.0,33102.0,38095.0,49538.0
Stevenson University,MD,58394,0,0,,,True,15894.0,20935.0,26937.0,29277.0,31892.0
Stillman College,AL,26107,0,0,,,True,14804.0,13955.0,20841.0,15872.0,19343.0
Stockton University,NJ,35139,8258,0,,,False,15135.0,14264.0,18964.0,26140.0,28601.0
Stonehill College,MA,72714,0,0,,,True,23605.0,25053.0,26357.0,31059.0,37147.0
Stony Brook University,NY,30539,21810,0,,,False,12943.0,15432.0,20728.0,23424.0,27716.0
Strayer University-Georgia,GA,25158,0,0,,,True,14598.0,,19559.0,,
Strayer University-Tennessee,TN,25158,0,0,,,True,3078.0,,,,20213.0
Suffolk University,MA,65281,0,0,,,True,24745.0,25711.0,25702.0,29654.0,36264.0
Sul Ross State University,TX,24529,10080,0,,,False,11110.0,11722.0,11261.0,18596.0,20279.0
Susquehanna University,PA,75410,0,0,,,True,19757.0,18493.0,21171.0,24190.0,33866.0
Swarthmore College,PA,84103,0,0,,,True,7690.0,4951.0,11444.0,22443.0,47544.0
Sweet Briar College,VA,43898,0,0,,,True,11734.0,12568.0,15247.0,20188.0,24710.0
Syracuse University,NY,84517,0,0,,,True,15817.0,15845.0,21132.0,28780.0,55401.0
Tabor College,KS,50350,0,0,,,True,17884.0,17213.0,16986.0,19304.0,24561.0
Talladega College,AL,25185,0,0,,,True,12835.0,14385.0,14680.0,18723.0,22348.0
Talmudical Seminary Oholei Torah,NY,20353,0,0,,,True,10333.0,9714.0,11613.0,12506.0,
Talmudical Seminary of Bobov,NY,19000,0,0,,,True,1852.0,1965.0,6547.0,1900.0,9344.0
Talmudical Yeshiva of Philadelphia,PA,22680,0,0,,,True,14100.0,8600.0,11140.0,10740.0,
Tarleton State University,TX,24100,9840,0,,,False,15574.0,16980.0,20396.0,23466.0,24076.0
Taylor University,IN,53405,0,0,,,True,16143.0,17262.0,18100.0,23504.0,30050.0
Telshe Yeshiva-Chicago,IL,23300,0,0,,,True,,6555.0,7984.0,,
Temple University,PA,40903,15947,0,,,False,22694.0,23431.0,26534.0,29397.0,34947.0
Tennessee State University,TN,25637,13800,0,,,False,15005.0,15840.0,15579.0,20624.0,20099.0
Tennessee Technological University,TN,25663,4200,0,,,False,9815.0,10445.0,13861.0,17245.0,18936.0
Tennessee Wesleyan University,TN,39440,0,0,,,True,11609.0,11088.0,12647.0,16043.0,18980.0
Texas A & M International University,TX,15558,11560,0,,,False,3097.0,2745.0,3840.0,4982.0,10697.0
Texas A & M University-Corpus Christi,TX,25210,11046,0,,,False,11445.0,11961.0,14180.0,19479.0,23426.0
Texas A&M University-Central Texas,TX,14187,9791,0,,,False,2949.0,750.0,,,
Texas A&M University-College Station,TX,32696,26970,0,,,False,12784.0,13317.0,17435.0,26520.0,30660.0
Texas A&M University-Kingsville,TX,24060,15854,0,,,False,10207.0,10960.0,12700.0,15325.0,19553.0
Texas A&M University-San Antonio,TX,21655,13601,0,,,False,9596.0,10423.0,12898.0,16267.0,13021.0
Texas A&M University-Texarkana,TX,23778,36731,0,,,False,11002.0,11494.0,14432.0,16871.0,18268.0
Texas A&M University-Victoria,TX,21401,9840,0,,,False,5317.0,5579.0,17553.0,20047.0,20285.0
Texas Christian University,TX,76604,0,0,,,True,17956.0,16980.0,17940.0,34990.0,53450.0
Texas College,TX,20339,0,0,,,True,9639.0,11342.0,12410.0,13598.0,16106.0
Texas Lutheran University,TX,50002,0,0,,,True,20512.0,22843.0,24243.0,24555.0,28596.0
Texas Southern University,TX,27052,12300,0,,,False,16437.0,21115.0,21280.0,22698.0,21610.0
Texas State University,TX,28073,11480,0,,,False,12715.0,13557.0,13804.0,20028.0,24713.0
Texas Tech University,TX,27443,12599,0,,,False,12457.0,13851.0,17058.0,22073.0,24622.0
Texas Wesleyan University,TX,57451,0,0,,,True,21812.0,22876.0,25687.0,27699.0,31090.0
Texas Woman's University,TX,22234,9840,0,,,False,9948.0,9894.0,11087.0,14094.0,19093.0
The Catholic University of America,DC,75481,0,0,,,True,17358.0,17895.0,24723.0,28295.0,37651.0
The Christ College of Nursing and Health Sciences,OH,28094,0,0,,,True,17255.0,15801.0,12650.0,21245.0,22283.0
The College of Idaho,ID,50542,0,0,,,True,14026.0,16218.0,17773.0,19729.0,23095.0
The College of New Jersey,NJ,38860,6120,0,,,False,7908.0,14028.0,22642.0,30942.0,35222.0
The College of Saint Scholastica,MN,55103,0,0,,,True,14433.0,20420.0,23562.0,26047.0,36051.0
The College of Westchester,NY,31660,0,0,,,True,15129.0,16279.0,17261.0,20617.0,24909.0
The College of Wooster,OH,75656,0,0,,,True,12512.0,14032.0,17941.0,26165.0,32223.0
The Cooper Union for the Advancement of Science and Art,NY,64190,0,0,,,True,3749.0,6904.0,10457.0,16682.0,25870.0
The Evergreen State College,WA,28477,22641,0,,,False,22079.0,22607.0,25723.0,27346.0,28477.0
The Juilliard School,NY,83892,0,0,,,True,30168.0,31507.0,40705.0,35563.0,51160.0
The King's University,TX,18075,0,0,,,True,16825.0,12674.0,,14343.0,13430.0
The Master's University and Seminary,CA,54845,0,0,,,True,24624.0,25104.0,27712.0,31542.0,36535.0
The New England Conservatory of Music,MA,81277,0,0,,,True,47882.0,44882.0,45625.0,45608.0,47387.0
The New School,NY,88284,0,0,,,True,50140.0,52812.0,56494.0,59894.0,64738.0
The University of Alabama,AL,33382,21992,0,,,False,19169.0,19884.0,22258.0,25658.0,26729.0
The University of Findlay,OH,54580,0,0,,,True,22052.0,22908.0,24481.0,28486.0,28963.0
The University of Montana,MT,23570,25119,0,,,False,13960.0,14892.0,17180.0,19269.0,20930.0
The University of Montana-Western,MT,21403,13460,0,,,False,14822.0,14058.0,15951.0,17785.0,20125.0
The University of Olivet,MI,47069,0,0,,,True,19656.0,20442.0,20564.0,21730.0,24068.0
The University of Tampa,FL,51614,0,0,,,True,30011.0,31513.0,31898.0,34691.0,37975.0
The University of Tennessee Southern,TN,24750,0,0,,,False,9335.0,12071.0,15343.0,17336.0,17135.0
The University of Tennessee-Chattanooga,TN,25489,8064,0,,,False,9876.0,10919.0,13594.0,17374.0,19137.0
The University of Tennessee-Knoxville,TN,33678,19444,0,,,False,10029.0,12162.0,18206.0,23627.0,25688.0
The University of Tennessee-Martin,TN,23079,6040,0,,,False,7151.0,8961.0,11640.0,15343.0,15827.0
The University of Texas Permian Basin,TX,23886,12268,0,,,False,11930.0,10491.0,12823.0,13294.0,17810.0
The University of Texas Rio Grande Valley,TX,16830,9840,0,,,False,3785.0,3877.0,5665.0,7972.0,13782.0
The University of Texas at Arlington,TX,25261,17632,0,,,False,11893.0,12003.0,12612.0,16371.0,24692.0
The University of Texas at Austin,TX,31247,33220,0,,,False,12553.0,14297.0,17207.0,24406.0,30082.0
The University of Texas at Dallas,TX,29807,25500,0,,,False,12814.0,13510.0,14030.0,19892.0,26596.0
The University of Texas at El Paso,TX,19836,15758,0,,,False,7863.0,8136.0,10120.0,14093.0,18282.0
The University of Texas at San Antonio,TX,22352,13040,0,,,False,7870.0,7847.0,9172.0,15446.0,20489.0
The University of Texas at Tyler,TX,24505,15758,0,,,False,10307.0,10456.0,12958.0,17475.0,22126.0
The University of the South,TN,71986,0,0,,,True,10485.0,10704.0,17746.0,22563.0,38762.0
Thiel College,PA,53202,0,0,,,True,17247.0,20947.0,20038.0,23683.0,26400.0
Thomas Aquinas College,CA,43426,0,0,,,True,19761.0,21236.0,20118.0,23185.0,29757.0
Thomas College,ME,47198,0,0,,,True,12655.0,11904.0,16227.0,18145.0,26770.0
Thomas Jefferson University,PA,64197,0,0,,,True,22537.0,24407.0,24680.0,29734.0,34889.0
Thomas More College of Liberal Arts,NH,42082,0,0,,,True,10433.0,12637.0,,12819.0,23826.0
Thomas More University,KY,49452,0,0,,,True,15841.0,17955.0,18429.0,23815.0,25267.0
Thomas University,GA,23079,0,0,,,True,15640.0,19546.0,19923.0,19934.0,20059.0
Tiffin University,OH,48004,0,0,,,True,24278.0,22255.0,24974.0,29205.0,29977.0
Toccoa Falls College,GA,37561,0,0,,,True,20825.0,18982.0,20262.0,22762.0,24766.0
Tougaloo College,MS,24239,0,0,,,True,17294.0,17523.0,17744.0,14396.0,16266.0
Touro University,NY,40500,0,0,,,True,26605.0,28476.0,29054.0,31828.0,36341.0
Touro University Worldwide,CA,29016,0,0,,,True,18342.0,18728.0,19416.0,26136.0,
Towson University,MD,28535,18092,0,,,False,6962.0,12590.0,16784.0,22720.0,26396.0
Transylvania University,KY,60993,0,0,,,True,14551.0,14555.0,19272.0,22155.0,29312.0
Trevecca Nazarene University,TN,41548,0,0,,,True,14532.0,13643.0,15420.0,17779.0,20725.0
Trine University,IN,51109,0,0,,,True,19661.0,20470.0,19463.0,24031.0,29066.0
Trine University-Regional/Non-Traditional Campuses,IN,26786,0,0,,,True,,12932.0,21499.0,,
Trinity Bible College and Graduate School,ND,31544,0,0,,,True,19123.0,19825.0,16755.0,22294.0,23003.0
Trinity Christian College,IL,35012,0,0,,,True,12891.0,13587.0,15592.0,18846.0,23986.0
Trinity College,CT,87840,0,0,,,True,11054.0,13599.0,18325.0,24369.0,48515.0
Trinity College of Florida,FL,24904,0,0,,,True,16224.0,21304.0,21584.0,22854.0,24304.0
Trinity College of Jacksonville,FL,26995,0,0,,,True,16686.0,18885.0,18174.0,21991.0,23223.0
Trinity International University-Illinois,IL,16515,0,0,,,True,1242.0,13991.0,,,
Trinity University,TX,68224,0,0,,,True,10356.0,13260.0,14305.0,22134.0,34549.0
Trinity Washington University,DC,33903,0,0,,,True,7928.0,8554.0,8502.0,13623.0,15307.0
Troy University,AL,23165,10176,0,,,False,12656.0,12042.0,14321.0,18406.0,22139.0
Truett McConnell University,GA,39152,0,0,,,True,21274.0,18953.0,20984.0,22134.0,24560.0
Truman State University,MO,25115,8728,0,,,False,6046.0,7926.0,12426.0,15425.0,17220.0
Tufts University,MA,88300,0,0,,,True,11284.0,9811.0,14923.0,23311.0,58570.0
Tulane University of Louisiana,LA,87004,0,0,,,True,16126.0,18041.0,20149.0,28207.0,56667.0
Tusculum University,TN,43776,0,0,,,True,20766.0,15124.0,17519.0,22981.0,25563.0
Tuskegee University,AL,43454,0,0,,,True,34324.0,34069.0,34855.0,37772.0,36778.0
Union Adventist University,NE,42099,0,0,,,True,19477.0,16740.0,24957.0,24444.0,26653.0
Union College,NY,84561,0,0,,,True,11776.0,16415.0,23941.0,34100.0,45017.0
Union Commonwealth University,KY,44322,0,0,,,True,12214.0,14368.0,15774.0,44322.0,44322.0
Union University,TN,58363,0,0,,,True,25839.0,26181.0,23891.0,27841.0,30373.0
United States Merchant Marine Academy,NY,9168,0,0,,,False,1773.0,4098.0,5897.0,8752.0,9168.0
United States Sports University,AL,32606,0,0,,,True,21550.0,24731.0,,25993.0,31606.0
United Talmudical Seminary,NY,22754,0,0,,,True,6446.0,6478.0,7771.0,9644.0,
Unity Environmental University,ME,21931,0,0,,,True,18370.0,19288.0,20079.0,21408.0,21931.0
Universidad Adventista de las Antillas,PR,16834,0,0,,,True,9519.0,10903.0,12494.0,13334.0,
Universidad Ana G. Mendez-Carolina Campus,PR,14113,0,0,,,True,7401.0,7506.0,10546.0,10745.0,
Universidad Ana G. Mendez-Cupey Campus,PR,14214,0,0,,,True,6929.0,9883.0,10013.0,10733.0,12059.0
Universidad Ana G. Mendez-Gurabo Campus,PR,14224,0,0,,,True,7135.0,5205.0,7669.0,,
Universidad Central de Bayamon,PR,12976,0,0,,,True,3827.0,4662.0,8323.0,7729.0,
Universidad Politecnica de Puerto Rico,PR,23368,0,0,,,True,16406.0,17013.0,19884.0,21687.0,22588.0
Universidad del Sagrado Corazon,PR,19728,0,0,,,True,12027.0,12671.0,15196.0,17990.0,19478.0
University at Albany,NY,28802,20390,0,,,False,11112.0,14062.0,17923.0,20037.0,24085.0
University at Buffalo,NY,30785,20600,0,,,False,14668.0,16585.0,21262.0,24117.0,28079.0
University of Akron Main Campus,OH,26284,7680,0,,,False,10413.0,10131.0,13519.0,17800.0,20226.0
University of Akron Wayne College,OH,15993,7680,0,,,False,3982.0,4100.0,6663.0,11082.0,12160.0
University of Alabama at Birmingham,AL,28145,13464,0,,,False,16172.0,15500.0,19161.0,21805.0,22597.0
University of Alabama in Huntsville,AL,27392,14276,0,,,False,16192.0,16532.0,18210.0,20777.0,21501.0
University of Alaska Anchorage,AK,24096,13584,0,,,False,11582.0,13401.0,16662.0,18826.0,20975.0
University of Alaska Fairbanks,AK,22407,13584,0,,,False,7992.0,6065.0,11323.0,15526.0,17512.0
University of Arizona,AZ,29423,28352,0,,,False,13353.0,14984.0,16051.0,19777.0,22307.0
University of Arkansas,AR,27767,19862,0,,,False,14319.0,14322.0,15934.0,20772.0,22470.0
University of Arkansas Grantham,AR,15318,0,0,,,False,8384.0,7973.0,9938.0,,
University of Arkansas at Little Rock,AR,22519,12410,0,,,False,15195.0,16250.0,19018.0,21087.0,22255.0
University of Arkansas at Pine Bluff,AR,21129,8580,0,,,False,12302.0,11324.0,15920.0,13975.0,17840.0
University of Baltimore,MD,26406,13992,0,,,False,11680.0,14337.0,17472.0,,19406.0
University of Bridgeport,CT,52957,0,0,,,True,27238.0,28124.0,26062.0,27487.0,29733.0
University of California-Berkeley,CA,45619,34200,0,,,False,5311.0,6501.0,9693.0,15074.0,34529.0
University of California-Davis,CA,41238,34200,0,,,False,9211.0,9966.0,11951.0,16294.0,31272.0
University of California-Irvine,CA,38632,34200,0,,,False,8123.0,9313.0,11642.0,15164.0,30546.0
University of California-Los Angeles,CA,38614,34200,0,,,False,5579.0,6682.0,9811.0,14142.0,29682.0
University of California-Merced,CA,39665,34200,0,,,False,7945.0,8465.0,11557.0,14828.0,28734.0
University of California-Riverside,CA,38942,34200,0,,,False,8852.0,9840.0,13111.0,16571.0,30393.0
University of California-San Diego,CA,38701,34200,0,,,False,7525.0,8155.0,9942.0,15199.0,28785.0
University of California-Santa Barbara,CA,41573,34200,0,,,False,9231.0,9992.0,12588.0,17136.0,31863.0
University of California-Santa Cruz,CA,41179,34200,0,,,False,8717.0,10613.0,14418.0,18986.0,33323.0
University of Central Arkansas,AR,25029,7500,0,,,False,14656.0,13988.0,16203.0,20318.0,20157.0
University of Central Florida,FL,23133,16099,0,,,False,5816.0,7174.0,10128.0,14902.0,17681.0
University of Central Missouri,MO,22947,8550,0,,,False,10965.0,12254.0,13408.0,16931.0,18485.0
University of Central Oklahoma,OK,26392,10886,0,,,False,15275.0,15828.0,17776.0,23249.0,24183.0
University of Charleston,WV,46470,0,0,,,True,21427.0,25331.0,16945.0,20215.0,23795.0
University of Chicago,IL,90360,0,0,,,True,0.0,914.0,226.0,12602.0,48524.0
University of Cincinnati-Main Campus,OH,32171,15334,0,,,False,17974.0,18092.0,22492.0,27596.0,29616.0
University of Colorado Boulder,CO,37684,29252,0,,,False,14231.0,14381.0,18828.0,26915.0,34818.0
University of Colorado Colorado Springs,CO,24595,14187,0,,,False,12065.0,11642.0,12104.0,18388.0,22142.0
University of Colorado Denver/Anschutz Medical Campus,CO,24902,19008,0,,,False,6743.0,9472.0,10834.0,15232.0,22475.0
University of Connecticut,CT,39426,22668,0,,,False,15193.0,16339.0,20608.0,28285.0,33797.0
University of Connecticut-Avery Point,CT,23337,22668,0,,,False,8996.0,8371.0,11221.0,18706.0,21757.0
University of Connecticut-Hartford Campus,CT,26946,22668,0,,,False,9625.0,10403.0,14702.0,19306.0,23777.0
University of Connecticut-Stamford,CT,30122,22668,0,,,False,11632.0,11792.0,16052.0,21916.0,28354.0
University of Connecticut-Waterbury Campus,CT,22933,22668,0,,,False,5604.0,5463.0,11490.0,15621.0,20538.0
University of Dallas,TX,68583,0,0,,,True,12711.0,15431.0,17075.0,20384.0,32608.0
University of Dayton,OH,65881,0,0,,,True,21736.0,21595.0,24155.0,26871.0,33731.0
University of Delaware,DE,30952,24590,0,,,False,10901.0,10099.0,13225.0,17401.0,25580.0
University of Denver,CO,78476,0,0,,,True,20097.0,16211.0,22940.0,31759.0,47222.0
University of Detroit Mercy,MI,42211,0,0,,,True,13088.0,11290.0,14173.0,15584.0,21691.0
University of Dubuque,IA,53806,0,0,,,True,18106.0,19318.0,19480.0,24660.0,25908.0
University of Evansville,IN,57451,0,0,,,True,14451.0,12347.0,13711.0,20735.0,24936.0
University of Florida,FL,22523,22278,0,,,False,1982.0,2768.0,7151.0,12905.0,16723.0
University of Florida-Online,FL,17843,12703,0,,,False,1477.0,2286.0,5171.0,8947.0,12923.0
University of Georgia,GA,27993,20238,0,,,False,8085.0,8686.0,13096.0,16942.0,18079.0
University of Guam,GU,14961,5304,0,,,False,7105.0,7468.0,9639.0,11272.0,14692.0
University of Hartford,CT,64729,0,0,,,True,25925.0,24512.0,27277.0,30956.0,34833.0
University of Hawaii at Hilo,HI,21173,12960,0,,,False,8983.0,9243.0,11535.0,14734.0,17403.0
University of Hawaii at Manoa,HI,26433,22032,0,,,False,10675.0,12246.0,14469.0,18760.0,22562.0
University of Hawaii-West Oahu,HI,18410,12960,0,,,False,7674.0,7077.0,10247.0,13155.0,17718.0
University of Health Sciences and Pharmacy in St. Louis,MO,54802,0,0,,,True,24456.0,28969.0,22688.0,34490.0,34668.0
University of Holy Cross,LA,27541,0,0,,,True,14202.0,15215.0,15314.0,19073.0,16087.0
University of Houston,TX,26185,12830,0,,,False,10929.0,10220.0,12528.0,19197.0,23811.0
University of Houston-Clear Lake,TX,24622,13344,0,,,False,7330.0,12470.0,19458.0,21296.0,21898.0
University of Houston-Downtown,TX,20749,9840,0,,,False,9439.0,10048.0,11247.0,15488.0,19380.0
University of Idaho,ID,23738,19236,0,,,False,11270.0,11193.0,13374.0,17130.0,18791.0
University of Illinois Chicago,IL,27521,15546,0,,,False,7529.0,8119.0,10921.0,16185.0,25047.0
University of Illinois Springfield,IL,25521,9765,0,,,False,5778.0,5915.0,9520.0,12349.0,16544.0
University of Illinois Urbana-Champaign,IL,33642,19120,0,,,False,2038.0,5373.0,7982.0,15152.0,28761.0
University of Indianapolis,IN,52590,0,0,,,True,15346.0,17863.0,21262.0,23855.0,28004.0
University of Iowa,IA,28596,22088,0,,,False,15316.0,15489.0,19930.0,23811.0,26266.0
University of Jamestown,ND,38013,0,0,,,True,14788.0,14826.0,18260.0,20408.0,21448.0
University of Kansas,KS,26751,18330,0,,,False,12544.0,12942.0,15154.0,19169.0,22544.0
University of Kentucky,KY,34391,20638,0,,,False,12182.0,12119.0,16313.0,21192.0,26781.0
University of La Verne,CA,62278,0,0,,,True,20151.0,27212.0,,,
University of Louisiana at Lafayette,LA,24884,13728,0,,,False,11157.0,11283.0,13692.0,17079.0,18562.0
University of Louisiana at Monroe,LA,24932,12100,0,,,False,11490.0,11553.0,12647.0,17003.0,18642.0
University of Louisville,KY,32941,16346,0,,,False,15138.0,14601.0,16419.0,20995.0,25186.0
University of Lynchburg,VA,50067,0,0,,,True,20692.0,18303.0,18649.0,20707.0,25063.0
University of Maine,ME,27328,23430,0,,,False,12642.0,13280.0,14631.0,18508.0,22018.0
University of Maine at Augusta,ME,19052,13290,0,,,False,9421.0,9175.0,11228.0,14037.0,15371.0
University of Maine at Farmington,ME,25822,12570,0,,,False,13301.0,13590.0,15088.0,19179.0,22368.0
University of Maine at Fort Kent,ME,18703,5460,0,,,False,8163.0,6130.0,4122.0,10020.0,11661.0
University of Maine at Presque Isle,ME,19113,5460,0,,,False,5934.0,4492.0,6564.0,10229.0,9758.0
University of Mary,ND,33672,0,0,,,True,11593.0,12282.0,13087.0,16001.0,20063.0
University of Mary Hardin-Baylor,TX,46874,0,0,,,True,22089.0,23064.0,23607.0,27343.0,33166.0
University of Mary Washington,VA,31137,12920,0,,,False,10304.0,11061.0,15477.0,26212.0,30986.0
University of Maryland Eastern Shore,MD,25941,11046,0,,,False,9914.0,11858.0,13910.0,17847.0,20757.0
University of Maryland Global Campus,MD,25400,4200,0,,,False,21830.0,24400.0,24400.0,,
University of Maryland-Baltimore County,MD,28576,18019,0,,,False,5087.0,10714.0,16543.0,22172.0,25439.0
University of Maryland-College Park,MD,29299,29377,0,,,False,2962.0,6051.0,10273.0,18250.0,26691.0
University of Massachusetts Global,CA,35325,0,0,,,False,31963.0,31782.0,33209.0,35325.0,35325.0
University of Massachusetts-Amherst,MA,34549,22677,0,,,False,10164.0,10456.0,12932.0,18964.0,30793.0
University of Massachusetts-Boston,MA,30544,22217,0,,,False,14070.0,13558.0,15663.0,20885.0,25571.0
University of Massachusetts-Dartmouth,MA,33485,16955,0,,,False,15976.0,16042.0,17530.0,22273.0,28147.0
University of Massachusetts-Lowell,MA,30786,19298,0,,,False,9943.0,10199.0,12141.0,16460.0,26139.0
University of Memphis,TN,25169,4656,0,,,False,10607.0,10968.0,13923.0,17384.0,18691.0
University of Miami,FL,86078,0,0,,,True,15978.0,17941.0,21768.0,27982.0,50352.0
University of Michigan-Ann Arbor,MI,34654,43210,0,,,False,1043.0,1878.0,4895.0,10869.0,26517.0
University of Michigan-Dearborn,MI,24040,17256,0,,,False,7211.0,6284.0,7997.0,13630.0,17529.0
University of Michigan-Flint,MI,20915,13616,0,,,False,1517.0,2386.0,3752.0,9167.0,12333.0
University of Minnesota-Crookston,MN,26068,0,0,,,False,5758.0,6368.0,7587.0,13542.0,19289.0
University of Minnesota-Duluth,MN,27680,5520,0,,,False,7256.0,8145.0,11965.0,17056.0,24453.0
University of Minnesota-Morris,MN,27039,2184,0,,,False,1694.0,4126.0,3213.0,9445.0,16262.0
University of Minnesota-Rochester,MN,28904,0,0,,,False,6116.0,4256.0,6748.0,14650.0,23769.0
University of Minnesota-Twin Cities,MN,30061,21148,0,,,False,6642.0,7283.0,9931.0,16415.0,27008.0
