college_name,state,cost_of_attendance,out_of_state_tuition_premium,tuition_free_threshold,average_aid_percentage,endowment_size,requires_css_profile,net_price_0_30k,net_price_30k_48k,net_price_48k_75k,net_price_75k_110k,net_price_110k_plus
Illinois State University,IL,34309,12066,0,,,False,11568.0,12301.0,16348.0,23865.0,28224.0
Illinois Wesleyan University,IL,70700,0,0,,,True,17732.0,19057.0,23152.0,27396.0,37104.0
Immaculata University,PA,43979,0,0,,,True,20539.0,19694.0,19150.0,24204.0,28997.0
Indiana Institute of Technology,IN,45879,0,0,,,True,19524.0,17194.0,21077.0,27042.0,27828.0
Indiana Institute of Technology-College of Professional Studies,IN,26033,0,0,,,True,20035.0,20802.0,20097.0,22271.0,24557.0
Indiana State University,IN,24535,12064,0,,,False,6455.0,6571.0,9317.0,15450.0,19345.0
Indiana University of Pennsylvania,PA,26898,4917,0,,,False,12364.0,11851.0,14516.0,19722.0,21933.0
Indiana University-Bloomington,IN,28801,29747,0,,,False,6324.0,7610.0,12154.0,20204.0,25128.0
Indiana University-East,IN,16954,14387,0,,,False,5154.0,5454.0,7100.0,13260.0,16067.0
Indiana University-Indianapolis,IN,23316,24129,0,,,False,5701.0,5995.0,11038.0,18056.0,20680.0
Indiana University-Kokomo,IN,11837,14387,0,,,False,0.0,0.0,2375.0,9025.0,10593.0
Indiana University-Northwest,IN,13989,14387,0,,,False,1419.0,331.0,5159.0,10047.0,13042.0
Indiana University-South Bend,IN,17364,14387,0,,,False,4637.0,4926.0,8195.0,13968.0,15825.0
Indiana University-Southeast,IN,16411,14387,0,,,False,3782.0,4978.0,7046.0,11730.0,14276.0
Indiana Wesleyan University-Marion,IN,44776,0,0,,,True,19793.0,14896.0,18313.0,22336.0,27265.0
Indiana Wesleyan University-National & Global,IN,22228,0,0,,,True,16298.0,16713.0,17159.0,20090.0,21757.0
Institute of American Indian and Alaska Native Culture and Arts Development,NM,24854,0,0,,,False,10974.0,11718.0,12454.0,21413.0,
Inter American University of Puerto Rico-Aguadilla,PR,16057,0,0,,,True,8543.0,9117.0,11361.0,12612.0,
Inter American University of Puerto Rico-Arecibo,PR,16625,0,0,,,True,8897.0,9892.0,11216.0,14497.0,
Inter American University of Puerto Rico-Barranquitas,PR,16051,0,0,,,True,8455.0,9341.0,11712.0,13301.0,
Inter American University of Puerto Rico-Bayamon,PR,16324,0,0,,,True,8904.0,9637.0,11642.0,12535.0,
Inter American University of Puerto Rico-Fajardo,PR,16190,0,0,,,True,9062.0,9480.0,11307.0,,
Inter American University of Puerto Rico-Metro,PR,16837,0,0,,,True,9272.0,9966.0,12229.0,13972.0,
Inter American University of Puerto Rico-Ponce,PR,16065,0,0,,,True,8685.0,9595.0,11557.0,13540.0,
Inter American University of Puerto Rico-San German,PR,16380,0,0,,,True,8743.0,9686.0,11667.0,12235.0,
International Baptist College and Seminary,AZ,29112,0,0,,,True,13703.0,,15617.0,,
Iona University,NY,60247,0,0,,,True,25785.0,27075.0,28601.0,29598.0,32295.0
Iowa State University,IA,24018,18094,0,,,False,10582.0,11506.0,15463.0,19605.0,22496.0
Ithaca College,NY,68699,0,0,,,True,21901.0,23335.0,28832.0,31846.0,38785.0
Jackson State University,MS,32415,3000,0,,,False,22869.0,22516.0,26236.0,26388.0,27576.0
Jacksonville State University,AL,24257,10440,0,,,False,12472.0,12622.0,15343.0,17480.0,18183.0
Jacksonville University,FL,63969,0,0,,,True,21893.0,19733.0,23974.0,27936.0,29653.0
James Madison University,VA,31735,17354,0,,,False,11444.0,12977.0,16475.0,22343.0,30147.0
Jarvis Christian University,TX,25185,0,0,,,True,11606.0,6276.0,5364.0,5540.0,14877.0
Jewish Theological Seminary of America,NY,85945,0,0,,,True,,,,26445.0,51570.0
John Brown University,AR,44710,0,0,,,True,17484.0,17210.0,16655.0,21433.0,24627.0
John Carroll University,OH,65827,0,0,,,True,19945.0,19485.0,24900.0,29477.0,34240.0
John Paul the Great Catholic University,CA,52367,0,0,,,True,27029.0,35037.0,31236.0,32194.0,38282.0
Johns Hopkins University,MD,85947,0,0,,,True,428.0,0.0,4179.0,14591.0,37774.0
Johnson & Wales University-Online,RI,26864,0,0,,,True,19916.0,20580.0,19319.0,,25364.0
Johnson & Wales University-Providence,RI,60314,0,0,,,True,25530.0,25443.0,28088.0,31803.0,35464.0
Johnson C Smith University,NC,34923,0,0,,,True,19940.0,21165.0,21005.0,19722.0,29050.0
Johnson University,TN,34244,0,0,,,True,17246.0,19212.0,23206.0,25075.0,24860.0
Judson University,IL,43137,0,0,,,True,15701.0,18010.0,17079.0,21124.0,21515.0
Juniata College,PA,71850,0,0,,,True,18729.0,17265.0,16997.0,19312.0,31255.0
Kalamazoo College,MI,74208,0,0,,,True,12019.0,11804.0,15337.0,24412.0,28672.0
Kansas Christian College,KS,20997,0,0,,,True,13652.0,16799.0,,17586.0,
Kansas City Art Institute,MO,57410,0,0,,,True,26293.0,25105.0,27663.0,29943.0,30840.0
Kansas State University,KS,27402,17347,0,,,False,13178.0,14143.0,15369.0,20110.0,23665.0
Kansas Wesleyan University,KS,47437,0,0,,,True,18192.0,22442.0,20857.0,24189.0,25113.0
Kean University,NJ,26949,8147,0,,,False,7374.0,7859.0,12136.0,20146.0,20110.0
Keene State College,NH,29993,12056,0,,,False,12192.0,12536.0,16045.0,18004.0,22928.0
Kehilath Yakov Rabbinical Seminary,NY,17850,0,0,,,True,3505.0,2480.0,6931.0,7722.0,
Kennesaw State University,GA,24008,11928,0,,,False,12235.0,12661.0,15185.0,18263.0,19309.0
Kent State University at Kent,OH,30567,9850,0,,,False,15280.0,15718.0,17296.0,23685.0,26278.0
Kentucky Christian University,KY,40168,0,0,,,True,23241.0,24618.0,24031.0,24420.0,24116.0
Kentucky Mountain Bible College,KY,16603,0,0,,,True,5773.0,10363.0,11465.0,11513.0,15108.0
Kentucky State University,KY,21727,4271,0,,,False,10225.0,6739.0,5256.0,1958.0,
Kentucky Wesleyan College,KY,46203,0,0,,,True,13951.0,13701.0,15062.0,19306.0,22888.0
Kenyon College,OH,87590,0,0,,,True,18242.0,26319.0,19156.0,23757.0,51432.0
Keser Torah-Mayan Hatalmud,NJ,18900,0,0,,,True,10805.0,11180.0,,,
Kettering College,OH,32839,0,0,,,True,16000.0,15162.0,22231.0,26714.0,26172.0
Kettering University,MI,61250,0,0,,,True,24910.0,23273.0,31544.0,33401.0,39399.0
Keuka College,NY,54760,0,0,,,True,19368.0,19762.0,21808.0,30357.0,26748.0
Keystone College,PA,32071,0,0,,,True,21925.0,24335.0,18916.0,28291.0,30271.0
King University,TN,49004,0,0,,,True,22696.0,17677.0,18035.0,21188.0,27219.0
King's College,PA,57973,0,0,,,True,17283.0,17259.0,19692.0,23657.0,28391.0
Knox College,IL,68134,0,0,,,True,17134.0,17363.0,23844.0,25402.0,31983.0
Kutztown University of Pennsylvania,PA,29866,4754,0,,,False,15957.0,16386.0,19306.0,23840.0,26759.0
Kuyper College,MI,38366,0,0,,,True,14024.0,10765.0,13865.0,24243.0,21321.0
LIM College,NY,53064,0,0,,,True,34978.0,36686.0,39565.0,40971.0,41501.0
La Roche University,PA,47111,0,0,,,True,16152.0,15200.0,17960.0,25120.0,27145.0
La Salle University,PA,48337,0,0,,,True,16545.0,17393.0,20557.0,21263.0,27190.0
La Sierra University,CA,51459,0,0,,,True,44988.0,44593.0,45518.0,47266.0,45999.0
LaGrange College,GA,49681,0,0,,,True,20764.0,19322.0,18718.0,18707.0,24549.0
Lafayette College,PA,83133,0,0,,,True,12716.0,7445.0,10881.0,12581.0,52608.0
Laguna College of Art and Design,CA,57989,0,0,,,True,37203.0,38156.0,40258.0,44233.0,46889.0
Lake Erie College,OH,50790,0,0,,,True,20195.0,19575.0,18548.0,23205.0,22370.0
Lake Forest College,IL,70655,0,0,,,True,19605.0,20210.0,21481.0,26055.0,35341.0
Lake Superior State University,MI,27154,0,0,,,False,3516.0,9226.0,10422.0,14541.0,20321.0
Lakeland University,WI,48840,0,0,,,True,22453.0,22030.0,20124.0,24332.0,28054.0
Lamar University,TX,22254,9840,0,,,False,7568.0,8261.0,8545.0,13689.0,16292.0
Lancaster Bible College,PA,44066,0,0,,,True,24486.0,22017.0,23904.0,24034.0,29957.0
Lander University,SC,27277,9600,0,,,False,11450.0,11778.0,13842.0,18319.0,19102.0
Lasell University,MA,42434,0,0,,,True,18334.0,17631.0,25139.0,29359.0,32947.0
Lawrence Technological University,MI,58166,0,0,,,True,25980.0,27036.0,28082.0,33632.0,37492.0
Lawrence University,WI,69849,0,0,,,True,10419.0,13332.0,15020.0,20256.0,32758.0
Le Moyne College,NY,53183,0,0,,,True,14535.0,18468.0,21107.0,23600.0,27034.0
Le Moyne-Owen College,TN,19001,0,0,,,True,6393.0,7213.0,7411.0,8112.0,
LeTourneau University,TX,51124,0,0,,,True,22785.0,21806.0,24777.0,28892.0,31854.0
Lebanon Valley College,PA,66497,0,0,,,True,20788.0,21773.0,22266.0,26236.0,31533.0
Lee University,TN,35688,0,0,,,True,12834.0,13845.0,17029.0,19699.0,24641.0
Lees-McRae College,NC,49498,0,0,,,True,23030.0,22733.0,25905.0,28854.0,33664.0
Lehigh University,PA,80856,0,0,,,True,16917.0,17140.0,18722.0,22184.0,48751.0
Lenoir-Rhyne University,NC,44621,0,0,,,True,18669.0,18768.0,17209.0,21878.0,25866.0
Lesley University,MA,51538,0,0,,,True,24799.0,24044.0,29030.0,33201.0,35152.0
Lewis & Clark College,OR,79987,0,0,,,True,15962.0,18362.0,22712.0,25917.0,44990.0
Lewis University,IL,47313,0,0,,,True,10382.0,11712.0,12178.0,19908.0,25035.0
Lewis-Clark State College,ID,21925,14418,0,,,False,13080.0,14044.0,15127.0,17934.0,19004.0
Liberty University,VA,42025,0,0,,,True,30667.0,27807.0,27347.0,27142.0,30545.0
Life Pacific University,CA,35062,0,0,,,True,16786.0,18984.0,18255.0,23108.0,25877.0
Life University,GA,41295,0,0,,,True,28151.0,28136.0,30263.0,33995.0,30883.0
Lincoln Memorial University,TN,41530,0,0,,,True,15644.0,18799.0,19993.0,25403.0,30464.0
Lincoln University (MO),MO,23704,7896,0,,,False,20070.0,19313.0,18287.0,14466.0,19984.0
Lincoln University (PA),PA,28505,6872,0,,,False,14011.0,13000.0,15641.0,19881.0,21303.0
Lindenwood University,MO,35436,0,0,,,True,15678.0,14701.0,17603.0,20760.0,23821.0
Lindsey Wilson University,KY,40879,0,0,,,True,14745.0,10966.0,16066.0,17208.0,18182.0
Linfield University,OR,65935,0,0,,,True,20059.0,18664.0,22806.0,26070.0,32519.0
Lionel University,CA,31812,0,0,,,True,29817.0,27635.0,,,
Lipscomb University,TN,55117,0,0,,,True,20048.0,20009.0,24124.0,25210.0,31265.0
Livingstone College,NC,28305,0,0,,,True,13860.0,14056.0,11028.0,14558.0,16018.0
Logan University,MO,26928,0,0,,,True,14934.0,18792.0,,,26928.0
Long Island University,NY,55424,0,0,,,True,22019.0,20408.0,24516.0,27001.0,52826.0
Longwood University,VA,34588,12234,0,,,False,11896.0,12320.0,15544.0,19647.0,26747.0
Loras College,IA,50537,0,0,,,True,20479.0,17033.0,15624.0,20233.0,23039.0
Los Angeles College of Music,CA,49705,0,0,,,True,42657.0,41484.0,43352.0,49455.0,44642.0
Los Angeles Pacific University,CA,29884,0,0,,,True,23408.0,20748.0,22577.0,,26112.0
Louisiana Christian University,LA,33791,0,0,,,True,13203.0,14619.0,14775.0,17347.0,6343.0
Louisiana State University and Agricultural & Mechanical College,LA,34705,16677,0,,,False,13056.0,15696.0,20223.0,23878.0,26489.0
Louisiana State University at Alexandria,LA,15550,7600,0,,,False,5008.0,5075.0,7524.0,10794.0,11941.0
Louisiana State University-Shreveport,LA,19461,0,0,,,False,5680.0,4836.0,5969.0,10359.0,15599.0
Louisiana Tech University,LA,24280,6741,0,,,False,7676.0,8619.0,11146.0,15674.0,16207.0
Lourdes University,OH,45378,0,0,,,True,22220.0,22184.0,23192.0,27236.0,21394.0
Loyola Marymount University,CA,83943,0,0,,,True,32268.0,34535.0,34351.0,40557.0,58371.0
Loyola University Chicago,IL,67408,0,0,,,True,28992.0,28663.0,32432.0,36853.0,42346.0
Loyola University Maryland,MD,74055,0,0,,,True,20549.0,23462.0,27419.0,27939.0,35338.0
Loyola University New Orleans,LA,64157,0,0,,,True,20131.0,21956.0,22042.0,25584.0,29072.0
Lubbock Christian University,TX,41944,0,0,,,True,23018.0,21468.0,23767.0,24906.0,26305.0
Luther College,IA,65461,0,0,,,True,12517.0,12835.0,19351.0,22204.0,29376.0
Lycoming College,PA,64105,0,0,,,True,12151.0,14785.0,15883.0,20435.0,26233.0
Lynn University,FL,67880,0,0,,,True,40711.0,42920.0,42506.0,42978.0,47151.0
Lyon College,AR,44978,0,0,,,True,16084.0,16695.0,17348.0,20936.0,23391.0
Macalester College,MN,82991,0,0,,,True,13772.0,11982.0,11098.0,20527.0,44880.0
Machzikei Hadath Rabbinical College,NY,30053,0,0,,,True,16464.0,16553.0,16553.0,,
Madonna University,MI,41038,0,0,,,True,14759.0,15277.0,16912.0,16593.0,22005.0
Maharishi International University,IA,27892,0,0,,,True,14269.0,16585.0,14066.0,18954.0,
Maine College of Art & Design,ME,60128,0,0,,,True,31589.0,33075.0,35283.0,40992.0,42001.0
Maine Maritime Academy,ME,31046,15944,0,,,False,9511.0,21690.0,21162.0,24372.0,25021.0
Malone University,OH,49754,0,0,,,True,13290.0,17253.0,17667.0,24502.0,24613.0
Manchester University,IN,49993,0,0,,,True,13875.0,16109.0,16607.0,21075.0,26151.0
Manhattan Christian College,KS,34466,0,0,,,True,23218.0,19496.0,24125.0,26489.0,24466.0
Manhattan School of Music,NY,77703,0,0,,,True,31392.0,38143.0,46638.0,48042.0,56540.0
Manhattan University,NY,64348,0,0,,,True,27281.0,23097.0,28454.0,26808.0,28188.0
Manhattanville University,NY,53499,0,0,,,True,13548.0,15131.0,18072.0,23287.0,27319.0
Maranatha Baptist University,WI,37092,0,0,,,True,24786.0,22995.0,23908.0,30314.0,30675.0
Marian University (IN),IN,56258,0,0,,,True,23195.0,19896.0,21690.0,26092.0,26671.0
Marian University (WI),WI,44450,0,0,,,True,17449.0,13638.0,17998.0,21164.0,27106.0
Marietta College,OH,53709,0,0,,,True,18254.0,17191.0,18547.0,20084.0,25570.0
Marist University,NY,67574,0,0,,,True,26083.0,27200.0,36178.0,42001.0,45643.0
Marquette University,WI,66768,0,0,,,True,22269.0,18916.0,27378.0,32374.0,36813.0
Mars Hill University,NC,50099,0,0,,,True,17021.0,17020.0,20628.0,21637.0,21972.0
Marshall University,WV,22022,11180,0,,,False,4648.0,4430.0,6837.0,11227.0,15076.0
Martin Luther College,MN,29250,0,0,,,True,11233.0,11749.0,12811.0,18241.0,22952.0
Mary Baldwin University,VA,45935,0,0,,,True,12717.0,9527.0,11537.0,14801.0,14806.0
Maryland Institute College of Art,MD,76860,0,0,,,True,32389.0,35223.0,45071.0,45906.0,50918.0
Marymount Manhattan College,NY,65767,0,0,,,True,30722.0,30626.0,32459.0,34872.0,42217.0
Marymount University,VA,57184,0,0,,,True,27413.0,27111.0,27718.0,31962.0,30618.0
Maryville College,TN,54622,0,0,,,True,15094.0,16512.0,20758.0,20832.0,26769.0
Maryville University of Saint Louis,MO,41959,0,0,,,True,16528.0,17751.0,17364.0,26062.0,26741.0
Marywood University,PA,55582,0,0,,,True,18941.0,21192.0,21303.0,24083.0,28365.0
Massachusetts College of Art and Design,MA,34239,28000,0,,,False,16351.0,17636.0,18513.0,26265.0,31882.0
Massachusetts College of Liberal Arts,MA,26026,8945,0,,,False,9845.0,10762.0,13250.0,15958.0,22698.0
Massachusetts College of Pharmacy and Health Sciences,MA,65022,0,0,,,True,35206.0,36228.0,38376.0,42536.0,43470.0
Massachusetts Institute of Technology,MA,82730,0,0,,,True,0.0,93.0,1480.0,11555.0,48479.0
Massachusetts Maritime Academy,MA,31367,12302,0,,,False,8757.0,9051.0,10547.0,15557.0,27367.0
Mayville State University,ND,20657,3258,0,,,False,5971.0,4878.0,9558.0,13885.0,15766.0
McDaniel College,MD,65294,0,0,,,True,12210.0,17261.0,19796.0,21408.0,30694.0
McKendree University,IL,48845,0,0,,,True,21928.0,21432.0,21041.0,28333.0,29066.0
McMurry University,TX,43778,0,0,,,True,15946.0,16181.0,18272.0,23285.0,27297.0
McNeese State University,LA,22810,1500,0,,,False,10482.0,11067.0,11640.0,16190.0,18250.0
McPherson College,KS,50611,0,0,,,True,22587.0,20939.0,28655.0,28737.0,31043.0
Menlo College,CA,72020,0,0,,,True,25546.0,27618.0,28103.0,31596.0,37298.0
Mercer University,GA,58204,0,0,,,True,19817.0,21484.0,22533.0,25184.0,26770.0
Mercy College of Health Sciences,IA,34398,0,0,,,True,24171.0,27533.0,29193.0,26615.0,29953.0
Mercy College of Ohio,OH,30260,0,0,,,True,19867.0,13037.0,11567.0,21291.0,19735.0
Mercy University,NY,32596,0,0,,,True,11974.0,12598.0,15056.0,17725.0,21299.0
Mercyhurst University,PA,59557,0,0,,,True,22626.0,22429.0,17197.0,21665.0,16748.0
Meredith College,NC,57313,0,0,,,True,17207.0,19006.0,18064.0,23678.0,29117.0
Merrimack College,MA,70038,0,0,,,True,31710.0,29417.0,31962.0,36045.0,41050.0
Mesivta Torah Vodaath Rabbinical Seminary,NY,21810,0,0,,,True,3385.0,,6664.0,5076.0,
Mesivtha Tifereth Jerusalem of America,NY,18560,0,0,,,True,11164.0,,7368.0,7260.0,
Messenger College,TX,29881,0,0,,,True,,28494.0,24551.0,24903.0,29756.0
Messiah University,PA,55875,0,0,,,True,19393.0,20317.0,20916.0,23574.0,31847.0
Methodist University,NC,55796,0,0,,,True,20371.0,23073.0,21328.0,27698.0,30453.0
Metropolitan College of New York,NY,34203,0,0,,,True,28752.0,29172.0,,,
Metropolitan State University,MN,25172,0,0,,,False,15238.0,16656.0,16659.0,18994.0,21905.0
Metropolitan State University of Denver,CO,24622,19560,0,,,False,12481.0,12436.0,14927.0,19539.0,23822.0
Miami University-Hamilton,OH,15352,11916,0,,,False,7760.0,8737.0,11171.0,13775.0,14425.0
Miami University-Middletown,OH,14890,11916,0,,,False,7452.0,8415.0,10126.0,13331.0,13354.0
Miami University-Oxford,OH,38757,23060,0,,,False,16015.0,18193.0,23806.0,29048.0,31431.0
Michigan State University,MI,32198,27384,0,,,False,7068.0,10830.0,16521.0,22703.0,28546.0
Michigan Technological University,MI,34152,23865,0,,,False,2045.0,3373.0,6187.0,12813.0,23107.0
Mid-America Christian University,OK,31313,0,0,,,True,14517.0,15027.0,15646.0,20665.0,24590.0
Mid-Atlantic Christian University,NC,33011,0,0,,,True,17512.0,16406.0,17385.0,21476.0,20004.0
Mid-South Christian College,TN,19201,0,0,,,True,9958.0,10279.0,,,
MidAmerica Nazarene University,KS,57355,0,0,,,True,28842.0,27294.0,30183.0,31398.0,37571.0
Middle Georgia State University,GA,19617,11352,0,,,False,10668.0,10920.0,12679.0,15901.0,16762.0
Middle Tennessee State University,TN,24289,21308,0,,,False,9289.0,10273.0,13007.0,16935.0,19046.0
Middlebury College,VT,85880,0,0,,,True,12723.0,8229.0,17510.0,18526.0,49824.0
Midland University,NE,55719,0,0,,,True,21086.0,22445.0,23055.0,28289.0,28680.0
Midway University,KY,48805,0,0,,,True,27206.0,23405.0,28160.0,32406.0,34166.0
Midwestern Baptist Theological Seminary,MO,29080,0,0,,,True,19818.0,21659.0,22701.0,26461.0,26870.0
Midwestern State University,TX,22652,1950,0,,,False,8856.0,9886.0,11445.0,15365.0,18988.0
Midwives College of Utah,UT,45179,0,0,,,True,39632.0,32570.0,,,
Miles College,AL,21154,0,0,,,True,13907.0,13677.0,16747.0,18889.0,
Millennia Atlantic University,FL,30138,0,0,,,True,26669.0,27090.0,,,
Millersville University of Pennsylvania,PA,26913,11824,0,,,False,14565.0,15313.0,17961.0,22010.0,24541.0
Milligan University,TN,52511,0,0,,,True,15118.0,14635.0,16351.0,22348.0,26390.0
Millikin University,IL,57475,0,0,,,True,18659.0,15629.0,23053.0,24622.0,27524.0
Millsaps College,MS,60061,0,0,,,True,24215.0,23719.0,23062.0,27049.0,30945.0
Milwaukee Institute of Art & Design,WI,53528,0,0,,,True,21419.0,22531.0,22440.0,26746.0,32540.0
Milwaukee School of Engineering,WI,62648,0,0,,,True,11607.0,15919.0,14495.0,19034.0,30292.0
Minneapolis College of Art and Design,MN,59972,0,0,,,True,23662.0,23905.0,26550.0,33038.0,34345.0
Minnesota State University Moorhead,MN,25197,0,0,,,False,11129.0,11547.0,13907.0,18644.0,22420.0
Minnesota State University-Mankato,MN,23995,9370,0,,,False,12339.0,12750.0,15137.0,18921.0,22798.0
Minot State University,ND,19339,0,0,,,False,9492.0,10388.0,11359.0,13674.0,15632.0
Misericordia University,PA,53648,0,0,,,True,36759.0,37554.0,36848.0,37879.0,37665.0
Mission University,MO,28448,0,0,,,True,22017.0,15383.0,18064.0,26307.0,23029.0
Mississippi Christian University,MS,41214,0,0,,,True,25984.0,25743.0,27601.0,29083.0,29757.0
Mississippi State University,MS,29267,17435,0,,,False,14332.0,14372.0,18671.0,20704.0,22987.0
Mississippi University for Women,MS,22225,0,0,,,False,10676.0,10434.0,13037.0,17060.0,19285.0
Mississippi Valley State University,MS,21154,0,0,,,False,9073.0,9076.0,9627.0,12440.0,17479.0
Missouri Baptist University,MO,49257,0,0,,,True,21808.0,24022.0,25332.0,29678.0,29420.0
Missouri Southern State University,MO,19568,8120,0,,,False,9759.0,10132.0,11233.0,14578.0,15083.0
Missouri State University-Springfield,MO,25048,9268,0,,,False,13718.0,13529.0,14905.0,18770.0,20576.0
Missouri University of Science and Technology,MO,29231,18264,0,,,False,10912.0,12027.0,13330.0,18241.0,20088.0
Missouri Valley College,MO,37899,0,0,,,True,16132.0,15854.0,16039.0,20499.0,22669.0
Missouri Western State University,MO,21595,10560,0,,,False,11243.0,11674.0,13965.0,16119.0,17764.0
Mitchell College,CT,55621,0,0,,,True,26485.0,27972.0,29970.0,29559.0,35675.0
Molloy University,NY,50720,0,0,,,True,17548.0,19241.0,22739.0,28254.0,30144.0
Monmouth College,IL,57157,0,0,,,True,12483.0,12400.0,14782.0,18057.0,21678.0
Monmouth University,NJ,62904,0,0,,,True,18924.0,19404.0,25331.0,33773.0,39015.0
Montana State University,MT,25905,24827,0,,,False,17797.0,18570.0,21977.0,24732.0,25905.0
Montana State University Billings,MT,20054,15617,0,,,False,13927.0,14387.0,16749.0,18948.0,20035.0
Montana State University-Northern,MT,16578,14893,0,,,False,9940.0,9242.0,12451.0,16315.0,16578.0
Montana Technological University,MT,22786,17810,0,,,False,11914.0,13733.0,15187.0,18843.0,19595.0
Montclair State University,NJ,28305,10110,0,,,False,10880.0,11532.0,16388.0,22058.0,25573.0
Montreat College,NC,47133,0,0,,,True,23261.0,24904.0,25075.0,25700.0,30607.0
Montserrat College of Art,MA,58616,0,0,,,True,25388.0,29977.0,32347.0,37366.0,39001.0
Moody Bible Institute,IL,34327,0,0,,,True,21293.0,23057.0,20599.0,25676.0,22897.0
Moore College of Art and Design,PA,71327,0,0,,,True,34834.0,42789.0,34168.0,46865.0,47504.0
Moravian University,PA,65601,0,0,,,True,24609.0,28271.0,26390.0,30595.0,34834.0
Morehead State University,KY,21961,4956,0,,,False,7150.0,7057.0,8874.0,13341.0,15164.0
Morehouse College,GA,51433,0,0,,,True,36359.0,36534.0,40092.0,41179.0,42723.0
Morgan State University,MD,25413,10895,0,,,False,9585.0,13420.0,16147.0,19981.0,21323.0
Morningside University,IA,52577,0,0,,,True,33738.0,21201.0,19124.0,20575.0,41981.0
Morris Brown College,GA,31968,0,0,,,True,23264.0,21593.0,28167.0,31968.0,28568.0
Morris College,SC,30148,0,0,,,True,20485.0,20609.0,20727.0,21121.0,
Mount Aloysius College,PA,40435,0,0,,,True,21530.0,20389.0,19770.0,21769.0,26786.0
Mount Carmel College of Nursing,OH,21446,0,0,,,True,6312.0,7184.0,14438.0,17556.0,16383.0
Mount Holyoke College,MA,84926,0,0,,,True,10882.0,9526.0,17394.0,24247.0,38561.0
Mount Marty University,SD,48247,0,0,,,True,19564.0,18492.0,23669.0,22331.0,23601.0
Mount Mary University,WI,49270,0,0,,,True,18155.0,19013.0,19277.0,20584.0,27371.0
Mount Mercy University,IA,55054,0,0,,,True,17070.0,15294.0,16883.0,20311.0,25244.0
Mount Saint Mary College,NY,55014,0,0,,,True,18747.0,16025.0,21647.0,28722.0,31316.0
Mount Saint Mary's University,CA,66726,0,0,,,True,23849.0,13718.0,17876.0,30247.0,18762.0
Mount St. Joseph University,OH,46719,0,0,,,True,11689.0,12602.0,13817.0,18092.0,21682.0
Mount St. Mary's University,MD,63731,0,0,,,True,11603.0,20067.0,21942.0,27170.0,31330.0
Mount Vernon Nazarene University,OH,49858,0,0,,,True,22358.0,20508.0,18116.0,21486.0,26271.0
Muhlenberg College,PA,77270,0,0,,,True,12302.0,16629.0,19717.0,25452.0,37603.0
Murray State University,KY,23485,9936,0,,,False,6242.0,6347.0,8104.0,12811.0,15450.0
Muskingum University,OH,44658,0,0,,,True,14684.0,14479.0,16336.0,21372.0,23493.0
Naropa University,CO,53397,0,0,,,True,21457.0,33397.0,21817.0,45897.0,46397.0
National Louis University,IL,24154,0,0,,,True,12462.0,11567.0,12996.0,15447.0,17956.0
National University,CA,33978,0,0,,,True,21554.0,26583.0,25176.0,,
Nazareth University,NY,58254,0,0,,,True,22796.0,22827.0,25663.0,31634.0,34267.0
Nebraska Methodist College of Nursing & Allied Health,NE,32835,0,0,,,True,17272.0,25440.0,14892.0,20420.0,26303.0
Nebraska Wesleyan University,NE,53569,0,0,,,True,14925.0,16974.0,14594.0,18244.0,23652.0
Nelson University,TX,34504,0,0,,,True,17583.0,18396.0,21731.0,23883.0,25474.0
Ner Israel Rabbinical College,MD,26750,0,0,,,True,,12626.0,13018.0,10550.0,20150.0
Neumann University,PA,57180,0,0,,,True,24467.0,23150.0,25679.0,30495.0,34471.0
Neumont College of Computer Science,UT,45890,0,0,,,True,32906.0,33597.0,33991.0,38895.0,40388.0
Nevada State University,NV,23718,15068,0,,,False,11438.0,13084.0,16002.0,17757.0,21125.0
New College of Florida,FL,24449,23028,0,,,False,3591.0,3582.0,4880.0,10204.0,13586.0
New England College,NH,59350,0,0,,,True,25598.0,24340.0,26238.0,28741.0,28249.0
New Hope Christian College-Eugene,OR,30849,0,0,,,True,20109.0,21329.0,28107.0,,
New Jersey City University,NJ,28255,0,0,,,False,14005.0,15363.0,17587.0,21239.0,21596.0
New Jersey Institute of Technology,NJ,32859,17690,0,,,False,10138.0,11165.0,15958.0,23152.0,27244.0
New Mexico Highlands University,NM,20868,4920,0,,,False,13511.0,13947.0,15175.0,16508.0,16530.0
New Mexico Institute of Mining and Technology,NM,24967,17771,0,,,False,5136.0,7640.0,10106.0,14753.0,13464.0
New Mexico State University-Main Campus,NM,23274,17124,0,,,False,6648.0,7424.0,9861.0,13146.0,14049.0
New York Film Academy,CA,62210,0,0,,,True,36501.0,34908.0,39993.0,42667.0,44247.0
New York Institute of Technology,NY,56976,0,0,,,True,17084.0,18312.0,22592.0,27226.0,30396.0
New York University,NY,84374,0,0,,,True,16977.0,14017.0,16862.0,32766.0,66876.0
Newberry College,SC,46442,0,0,,,True,19887.0,19229.0,21786.0,23619.0,23578.0
Newman University,KS,46489,0,0,,,True,18060.0,16366.0,21234.0,17142.0,21774.0
Newschool of Architecture and Design,CA,62004,0,0,,,True,47379.0,,60356.0,,
Niagara University,NY,51632,0,0,,,True,9564.0,11510.0,17322.0,20355.0,22990.0
Nicholls State University,LA,23481,1093,0,,,False,10714.0,10527.0,12139.0,16784.0,17954.0
